opportunity_id,account_id,account_name,segment,industry,account_region,rep_id,rep_name,lead_source,stage,amount,created_date,close_date,fiscal_quarter,is_won,is_closed,sales_cycle_days,won_amount,lost_amount,open_pipeline_amount
O02652,A0549,Account 0549,SMB,Technology,West,R015,Rowan Andersen,Referral,Closed Lost,11300.0,2024-09-18,2024-11-01,2024-Q4,false,true,44,0.0,11300.0,0.0
O02653,A0527,Account 0527,Mid-Market,Technology,East,R023,Tatum Adeyemi,Inbound,Closed Lost,31300.0,2025-03-07,2025-05-07,2025-Q2,false,true,61,0.0,31300.0,0.0
O02654,A0010,Account 0010,SMB,Healthcare,East,R021,Marlowe Silva,Outbound,Closed Won,7700.0,2025-06-22,2025-07-23,2025-Q3,true,true,31,7700.0,0.0,0.0
O02655,A0237,Account 0237,SMB,Energy,Central,R018,Sawyer Walsh,Inbound,Prospecting,17600.0,2025-11-04,,2025-Q4,false,false,,0.0,0.0,17600.0
O02656,A0581,Account 0581,SMB,Healthcare,West,R008,Quinn Kim,Outbound,Closed Won,7500.0,2024-03-28,2024-05-08,2024-Q2,true,true,41,7500.0,0.0,0.0
O02657,A0542,Account 0542,SMB,Education,Central,R009,Drew Mbeki,Event,Closed Lost,17400.0,2025-02-06,2025-03-30,2025-Q1,false,true,52,0.0,17400.0,0.0
O02658,A0334,Account 0334,SMB,Manufacturing,East,R009,Drew Mbeki,Outbound,Closed Lost,7000.0,2024-10-12,2024-11-29,2024-Q4,false,true,48,0.0,7000.0,0.0
O02659,A0041,Account 0041,SMB,Education,West,R021,Marlowe Silva,Outbound,Closed Lost,6400.0,2024-06-10,2024-07-01,2024-Q3,false,true,21,0.0,6400.0,0.0
O02660,A0281,Account 0281,SMB,Technology,West,R015,Rowan Andersen,Inbound,Closed Won,13700.0,2024-07-10,2024-08-02,2024-Q3,true,true,23,13700.0,0.0,0.0
O02661,A0171,Account 0171,Mid-Market,Technology,West,R006,Taylor Larsson,Inbound,Closed Lost,71700.0,2025-05-18,2025-07-20,2025-Q3,false,true,63,0.0,71700.0,0.0
O02662,A0214,Account 0214,Enterprise,Logistics,Central,R017,Parker Schmidt,Outbound,Closed Lost,86600.0,2024-01-03,2024-04-17,2024-Q2,false,true,105,0.0,86600.0,0.0
O02663,A0299,Account 0299,SMB,Education,East,R015,Rowan Andersen,Inbound,Closed Lost,11900.0,2025-04-09,2025-05-08,2025-Q2,false,true,29,0.0,11900.0,0.0
O02664,A0534,Account 0534,Mid-Market,Education,Central,R019,Blake Fischer,Event,Closed Won,25500.0,2025-08-04,2025-09-29,2025-Q3,true,true,56,25500.0,0.0,0.0
O02665,A0024,Account 0024,SMB,Retail,Central,R022,Shay Volkov,Inbound,Closed Lost,11500.0,2024-04-04,2024-05-12,2024-Q2,false,true,38,0.0,11500.0,0.0
O02666,A0241,Account 0241,Mid-Market,Technology,Central,R004,Cameron Cohen,Outbound,Closed Lost,75900.0,2025-05-21,2025-07-30,2025-Q3,false,true,70,0.0,75900.0,0.0
O02667,A0545,Account 0545,SMB,Retail,Central,R022,Shay Volkov,Outbound,Closed Lost,12300.0,2025-04-15,2025-06-13,2025-Q2,false,true,59,0.0,12300.0,0.0
O02668,A0345,Account 0345,Enterprise,Education,West,R020,Elliot Mori,Outbound,Closed Lost,381700.0,2025-07-10,2025-10-29,2025-Q4,false,true,111,0.0,381700.0,0.0
O02669,A0492,Account 0492,SMB,Education,Central,R011,Sky Haddad,Outbound,Closed Won,3600.0,2025-02-01,2025-03-02,2025-Q1,true,true,29,3600.0,0.0,0.0
O02670,A0528,Account 0528,Enterprise,Technology,Central,R020,Elliot Mori,Referral,Proposal,159700.0,2025-12-01,,2025-Q4,false,false,,0.0,0.0,159700.0
O02671,A0085,Account 0085,SMB,Retail,Central,R005,Morgan Okafor,Outbound,Closed Lost,7800.0,2025-06-19,2025-07-08,2025-Q3,false,true,19,0.0,7800.0,0.0
O02672,A0379,Account 0379,SMB,Manufacturing,West,R011,Sky Haddad,Event,Closed Lost,5100.0,2024-12-03,2025-01-18,2025-Q1,false,true,46,0.0,5100.0,0.0
O02673,A0154,Account 0154,SMB,Retail,West,R002,Jordan Patel,Inbound,Closed Lost,6900.0,2024-07-12,2024-09-04,2024-Q3,false,true,54,0.0,6900.0,0.0
O02674,A0372,Account 0372,Enterprise,Technology,Central,R017,Parker Schmidt,Outbound,Closed Lost,168900.0,2024-11-27,2025-04-27,2025-Q2,false,true,151,0.0,168900.0,0.0
O02675,A0385,Account 0385,Enterprise,Education,Central,R020,Elliot Mori,Outbound,Closed Lost,365000.0,2024-10-17,2025-06-12,2025-Q2,false,true,238,0.0,365000.0,0.0
O02676,A0453,Account 0453,SMB,Financial Services,East,R008,Quinn Kim,Event,Closed Won,3900.0,2024-02-24,2024-03-15,2024-Q1,true,true,20,3900.0,0.0,0.0
O02677,A0017,Account 0017,Enterprise,Financial Services,West,R017,Parker Schmidt,Inbound,Closed Won,300400.0,2025-07-06,2025-10-27,2025-Q4,true,true,113,300400.0,0.0,0.0
O02678,A0228,Account 0228,SMB,Technology,East,R021,Marlowe Silva,Inbound,Closed Won,16800.0,2025-04-02,2025-05-24,2025-Q2,true,true,52,16800.0,0.0,0.0
O02679,A0401,Account 0401,SMB,Financial Services,West,R008,Quinn Kim,Outbound,Closed Lost,8200.0,2024-02-04,2024-03-22,2024-Q1,false,true,47,0.0,8200.0,0.0
O02680,A0333,Account 0333,SMB,Technology,West,R008,Quinn Kim,Referral,Closed Lost,14800.0,2025-04-23,2025-05-21,2025-Q2,false,true,28,0.0,14800.0,0.0
O02681,A0422,Account 0422,SMB,Technology,Central,R011,Sky Haddad,Inbound,Closed Lost,8200.0,2024-06-12,2024-07-10,2024-Q3,false,true,28,0.0,8200.0,0.0
O02682,A0090,Account 0090,Mid-Market,Retail,Central,R004,Cameron Cohen,Inbound,Closed Lost,79500.0,2025-09-26,2025-11-22,2025-Q4,false,true,57,0.0,79500.0,0.0
O02683,A0340,Account 0340,SMB,Energy,Central,R005,Morgan Okafor,Partner,Closed Lost,13300.0,2025-07-16,2025-08-06,2025-Q3,false,true,21,0.0,13300.0,0.0
O02684,A0336,Account 0336,SMB,Technology,East,R012,Devon Costa,Outbound,Closed Lost,7300.0,2025-08-01,2025-08-16,2025-Q3,false,true,15,0.0,7300.0,0.0
O02685,A0033,Account 0033,SMB,Logistics,Central,R002,Jordan Patel,Outbound,Closed Won,5600.0,2025-04-20,2025-06-11,2025-Q2,true,true,52,5600.0,0.0,0.0
O02686,A0025,Account 0025,SMB,Energy,West,R002,Jordan Patel,Outbound,Closed Lost,11400.0,2024-03-28,2024-04-19,2024-Q2,false,true,22,0.0,11400.0,0.0
O02687,A0031,Account 0031,Mid-Market,Healthcare,West,R003,Riley Garcia,Partner,Closed Won,79000.0,2024-06-28,2024-09-06,2024-Q3,true,true,70,79000.0,0.0,0.0
O02688,A0438,Account 0438,Enterprise,Education,Central,R017,Parker Schmidt,Inbound,Closed Lost,120000.0,2024-12-25,2025-04-16,2025-Q2,false,true,112,0.0,120000.0,0.0
O02689,A0546,Account 0546,SMB,Energy,West,R012,Devon Costa,Inbound,Closed Lost,14000.0,2024-01-12,2024-02-26,2024-Q1,false,true,45,0.0,14000.0,0.0
O02690,A0265,Account 0265,Mid-Market,Financial Services,Central,R007,Casey Rossi,Inbound,Closed Lost,78200.0,2025-01-25,2025-03-16,2025-Q1,false,true,50,0.0,78200.0,0.0
O02691,A0148,Account 0148,SMB,Education,West,R018,Sawyer Walsh,Event,Closed Won,15800.0,2025-03-05,2025-04-02,2025-Q2,true,true,28,15800.0,0.0,0.0
O02692,A0026,Account 0026,SMB,Financial Services,East,R005,Morgan Okafor,Outbound,Closed Won,8000.0,2025-09-28,2025-10-17,2025-Q4,true,true,19,8000.0,0.0,0.0
O02693,A0210,Account 0210,Mid-Market,Healthcare,West,R007,Casey Rossi,Referral,Closed Lost,34100.0,2025-05-18,2025-07-21,2025-Q3,false,true,64,0.0,34100.0,0.0
O02694,A0086,Account 0086,SMB,Logistics,Central,R018,Sawyer Walsh,Partner,Closed Lost,5500.0,2025-02-23,2025-04-12,2025-Q2,false,true,48,0.0,5500.0,0.0
O02695,A0130,Account 0130,SMB,Logistics,Central,R018,Sawyer Walsh,Outbound,Closed Lost,8900.0,2025-11-15,2025-12-10,2025-Q4,false,true,25,0.0,8900.0,0.0
O02696,A0429,Account 0429,SMB,Financial Services,Central,R015,Rowan Andersen,Event,Closed Lost,14700.0,2024-12-25,2025-02-21,2025-Q1,false,true,58,0.0,14700.0,0.0
O02697,A0283,Account 0283,SMB,Manufacturing,Central,R005,Morgan Okafor,Outbound,Closed Lost,16300.0,2025-09-28,2025-11-09,2025-Q4,false,true,42,0.0,16300.0,0.0
O02698,A0523,Account 0523,Mid-Market,Technology,West,R007,Casey Rossi,Outbound,Closed Lost,47300.0,2025-09-30,2025-12-21,2025-Q4,false,true,82,0.0,47300.0,0.0
O02699,A0213,Account 0213,SMB,Technology,Central,R012,Devon Costa,Event,Closed Lost,9200.0,2024-01-16,2024-02-01,2024-Q1,false,true,16,0.0,9200.0,0.0
O02700,A0311,Account 0311,Enterprise,Education,East,R020,Elliot Mori,Inbound,Closed Lost,120200.0,2024-11-04,2025-03-11,2025-Q1,false,true,127,0.0,120200.0,0.0
O02701,A0215,Account 0215,Mid-Market,Energy,West,R007,Casey Rossi,Partner,Closed Lost,63000.0,2024-02-24,2024-05-18,2024-Q2,false,true,84,0.0,63000.0,0.0
O02702,A0561,Account 0561,Enterprise,Logistics,Central,R017,Parker Schmidt,Outbound,Closed Lost,107800.0,2024-04-23,2024-08-29,2024-Q3,false,true,128,0.0,107800.0,0.0
O02703,A0259,Account 0259,SMB,Healthcare,Central,R022,Shay Volkov,Inbound,Closed Lost,8400.0,2024-12-30,2025-01-23,2025-Q1,false,true,24,0.0,8400.0,0.0
O02704,A0410,Account 0410,SMB,Logistics,Central,R024,Wren Park,Inbound,Closed Won,12600.0,2024-10-10,2024-11-11,2024-Q4,true,true,32,12600.0,0.0,0.0
O02705,A0505,Account 0505,SMB,Education,West,R009,Drew Mbeki,Inbound,Closed Won,4200.0,2025-07-13,2025-08-31,2025-Q3,true,true,49,4200.0,0.0,0.0
O02706,A0440,Account 0440,Mid-Market,Logistics,Central,R006,Taylor Larsson,Inbound,Closed Lost,38900.0,2024-11-10,2025-01-22,2025-Q1,false,true,73,0.0,38900.0,0.0
O02707,A0515,Account 0515,Enterprise,Energy,West,R017,Parker Schmidt,Outbound,Closed Lost,245400.0,2024-03-07,2024-10-18,2024-Q4,false,true,225,0.0,245400.0,0.0
O02708,A0024,Account 0024,SMB,Retail,Central,R015,Rowan Andersen,Event,Closed Won,16000.0,2025-02-18,2025-03-20,2025-Q1,true,true,30,16000.0,0.0,0.0
O02709,A0104,Account 0104,SMB,Technology,East,R002,Jordan Patel,Inbound,Closed Lost,5400.0,2024-07-05,2024-07-24,2024-Q3,false,true,19,0.0,5400.0,0.0
O02710,A0286,Account 0286,Enterprise,Education,West,R017,Parker Schmidt,Outbound,Closed Won,356200.0,2024-07-09,2024-12-09,2024-Q4,true,true,153,356200.0,0.0,0.0
O02711,A0319,Account 0319,SMB,Financial Services,Central,R022,Shay Volkov,Outbound,Closed Lost,3100.0,2025-06-24,2025-08-04,2025-Q3,false,true,41,0.0,3100.0,0.0
O02712,A0103,Account 0103,Enterprise,Retail,West,R020,Elliot Mori,Partner,Closed Won,144800.0,2024-02-24,2024-06-07,2024-Q2,true,true,104,144800.0,0.0,0.0
O02713,A0108,Account 0108,SMB,Technology,East,R022,Shay Volkov,Referral,Closed Lost,15400.0,2025-04-02,2025-05-21,2025-Q2,false,true,49,0.0,15400.0,0.0
O02714,A0051,Account 0051,Mid-Market,Healthcare,West,R003,Riley Garcia,Inbound,Closed Won,20000.0,2024-04-01,2024-06-20,2024-Q2,true,true,80,20000.0,0.0,0.0
O02715,A0487,Account 0487,SMB,Technology,East,R005,Morgan Okafor,Inbound,Closed Lost,14300.0,2024-09-03,2024-09-23,2024-Q3,false,true,20,0.0,14300.0,0.0
O02716,A0478,Account 0478,SMB,Technology,West,R024,Wren Park,Event,Closed Lost,3700.0,2025-07-22,2025-08-31,2025-Q3,false,true,40,0.0,3700.0,0.0
O02717,A0398,Account 0398,SMB,Education,Central,R008,Quinn Kim,Referral,Closed Lost,13700.0,2024-12-29,2025-02-24,2025-Q1,false,true,57,0.0,13700.0,0.0
O02718,A0520,Account 0520,SMB,Financial Services,East,R011,Sky Haddad,Partner,Closed Lost,12700.0,2024-04-10,2024-05-31,2024-Q2,false,true,51,0.0,12700.0,0.0
O02719,A0537,Account 0537,Mid-Market,Energy,Central,R010,Reese Dubois,Referral,Closed Won,57000.0,2025-01-08,2025-02-23,2025-Q1,true,true,46,57000.0,0.0,0.0
O02720,A0349,Account 0349,SMB,Healthcare,West,R009,Drew Mbeki,Outbound,Closed Won,5500.0,2024-12-11,2025-01-27,2025-Q1,true,true,47,5500.0,0.0,0.0
O02721,A0171,Account 0171,Mid-Market,Technology,West,R016,Logan Reyes,Inbound,Closed Won,50400.0,2025-06-25,2025-10-04,2025-Q4,true,true,101,50400.0,0.0,0.0
O02722,A0480,Account 0480,Enterprise,Manufacturing,Central,R017,Parker Schmidt,Outbound,Closed Lost,115800.0,2024-08-20,2025-03-17,2025-Q1,false,true,209,0.0,115800.0,0.0
O02723,A0566,Account 0566,SMB,Retail,West,R021,Marlowe Silva,Inbound,Closed Lost,10000.0,2024-04-23,2024-06-15,2024-Q2,false,true,53,0.0,10000.0,0.0
O02724,A0208,Account 0208,SMB,Manufacturing,West,R024,Wren Park,Outbound,Closed Lost,12500.0,2025-09-02,2025-10-23,2025-Q4,false,true,51,0.0,12500.0,0.0
O02725,A0124,Account 0124,Mid-Market,Energy,West,R016,Logan Reyes,Outbound,Closed Won,39000.0,2024-07-21,2024-11-05,2024-Q4,true,true,107,39000.0,0.0,0.0
O02726,A0430,Account 0430,Mid-Market,Retail,West,R016,Logan Reyes,Inbound,Closed Lost,29300.0,2024-04-18,2024-06-02,2024-Q2,false,true,45,0.0,29300.0,0.0
O02727,A0563,Account 0563,SMB,Healthcare,West,R012,Devon Costa,Inbound,Closed Lost,16000.0,2024-12-26,2025-02-07,2025-Q1,false,true,43,0.0,16000.0,0.0
O02728,A0264,Account 0264,SMB,Education,East,R024,Wren Park,Event,Closed Won,15000.0,2024-10-27,2024-11-22,2024-Q4,true,true,26,15000.0,0.0,0.0
O02729,A0191,Account 0191,SMB,Financial Services,West,R008,Quinn Kim,Outbound,Closed Lost,11800.0,2024-05-04,2024-06-12,2024-Q2,false,true,39,0.0,11800.0,0.0
O02730,A0392,Account 0392,SMB,Logistics,West,R021,Marlowe Silva,Inbound,Closed Lost,6900.0,2024-12-26,2025-02-07,2025-Q1,false,true,43,0.0,6900.0,0.0
O02731,A0454,Account 0454,SMB,Logistics,Central,R024,Wren Park,Referral,Qualification,4000.0,2025-11-30,,2025-Q4,false,false,,0.0,0.0,4000.0
O02732,A0374,Account 0374,SMB,Financial Services,Central,R008,Quinn Kim,Outbound,Closed Won,3800.0,2024-04-01,2024-05-05,2024-Q2,true,true,34,3800.0,0.0,0.0
O02733,A0306,Account 0306,Enterprise,Logistics,Central,R017,Parker Schmidt,Inbound,Closed Lost,81400.0,2025-02-01,2025-05-20,2025-Q2,false,true,108,0.0,81400.0,0.0
O02734,A0373,Account 0373,SMB,Logistics,Central,R002,Jordan Patel,Inbound,Closed Lost,14500.0,2025-10-26,2025-12-12,2025-Q4,false,true,47,0.0,14500.0,0.0
O02735,A0217,Account 0217,SMB,Education,Central,R005,Morgan Okafor,Inbound,Closed Lost,16000.0,2025-09-26,2025-11-13,2025-Q4,false,true,48,0.0,16000.0,0.0
O02736,A0300,Account 0300,SMB,Energy,East,R021,Marlowe Silva,Inbound,Closed Won,3400.0,2024-03-08,2024-04-05,2024-Q2,true,true,28,3400.0,0.0,0.0
O02737,A0436,Account 0436,SMB,Education,Central,R022,Shay Volkov,Inbound,Closed Won,7700.0,2024-03-17,2024-03-31,2024-Q1,true,true,14,7700.0,0.0,0.0
O02738,A0378,Account 0378,SMB,Financial Services,Central,R005,Morgan Okafor,Partner,Closed Lost,13800.0,2025-01-21,2025-03-06,2025-Q1,false,true,44,0.0,13800.0,0.0
O02739,A0398,Account 0398,SMB,Education,Central,R011,Sky Haddad,Event,Closed Won,14900.0,2025-02-17,2025-04-17,2025-Q2,true,true,59,14900.0,0.0,0.0
O02740,A0338,Account 0338,Mid-Market,Technology,Central,R006,Taylor Larsson,Inbound,Closed Won,23600.0,2024-11-13,2025-03-08,2025-Q1,true,true,115,23600.0,0.0,0.0
O02741,A0122,Account 0122,SMB,Technology,West,R011,Sky Haddad,Outbound,Closed Lost,6900.0,2025-05-25,2025-07-04,2025-Q3,false,true,40,0.0,6900.0,0.0
O02742,A0600,Account 0600,SMB,Healthcare,West,R015,Rowan Andersen,Inbound,Closed Lost,10100.0,2024-05-05,2024-06-08,2024-Q2,false,true,34,0.0,10100.0,0.0
O02743,A0114,Account 0114,SMB,Logistics,Central,R008,Quinn Kim,Inbound,Closed Lost,16600.0,2025-07-13,2025-07-31,2025-Q3,false,true,18,0.0,16600.0,0.0
O02744,A0101,Account 0101,SMB,Financial Services,West,R008,Quinn Kim,Outbound,Closed Lost,8600.0,2024-08-27,2024-10-17,2024-Q4,false,true,51,0.0,8600.0,0.0
O02745,A0350,Account 0350,Mid-Market,Logistics,Central,R010,Reese Dubois,Inbound,Closed Lost,41300.0,2024-09-22,2024-11-25,2024-Q4,false,true,64,0.0,41300.0,0.0
O02746,A0473,Account 0473,SMB,Financial Services,East,R008,Quinn Kim,Event,Closed Won,8800.0,2024-08-20,2024-10-19,2024-Q4,true,true,60,8800.0,0.0,0.0
O02747,A0446,Account 0446,SMB,Manufacturing,West,R012,Devon Costa,Inbound,Closed Lost,14600.0,2024-10-13,2024-11-23,2024-Q4,false,true,41,0.0,14600.0,0.0
O02748,A0067,Account 0067,SMB,Logistics,Central,R018,Sawyer Walsh,Outbound,Closed Won,9900.0,2024-04-14,2024-04-29,2024-Q2,true,true,15,9900.0,0.0,0.0
O02749,A0126,Account 0126,Enterprise,Energy,West,R020,Elliot Mori,Referral,Closed Lost,321500.0,2025-01-28,2025-07-04,2025-Q3,false,true,157,0.0,321500.0,0.0
O02750,A0236,Account 0236,SMB,Financial Services,Central,R018,Sawyer Walsh,Outbound,Negotiation,3900.0,2025-11-11,,2025-Q4,false,false,,0.0,0.0,3900.0
O02751,A0191,Account 0191,SMB,Financial Services,West,R018,Sawyer Walsh,Inbound,Closed Lost,15600.0,2024-10-30,2024-11-17,2024-Q4,false,true,18,0.0,15600.0,0.0
O02752,A0471,Account 0471,Mid-Market,Logistics,West,R023,Tatum Adeyemi,Inbound,Closed Lost,21100.0,2024-07-04,2024-10-06,2024-Q4,false,true,94,0.0,21100.0,0.0
O02753,A0404,Account 0404,Enterprise,Energy,West,R020,Elliot Mori,Inbound,Closed Lost,139500.0,2024-05-31,2024-12-22,2024-Q4,false,true,205,0.0,139500.0,0.0
O02754,A0047,Account 0047,SMB,Retail,East,R018,Sawyer Walsh,Partner,Closed Won,6800.0,2025-03-02,2025-04-12,2025-Q2,true,true,41,6800.0,0.0,0.0
O02755,A0387,Account 0387,Mid-Market,Education,West,R023,Tatum Adeyemi,Event,Closed Won,47700.0,2024-07-30,2024-10-01,2024-Q4,true,true,63,47700.0,0.0,0.0
O02756,A0212,Account 0212,Mid-Market,Financial Services,Central,R010,Reese Dubois,Outbound,Closed Lost,77900.0,2024-08-01,2024-11-24,2024-Q4,false,true,115,0.0,77900.0,0.0
O02757,A0142,Account 0142,Mid-Market,Healthcare,East,R010,Reese Dubois,Partner,Closed Lost,31500.0,2025-09-10,2025-11-10,2025-Q4,false,true,61,0.0,31500.0,0.0
O02758,A0487,Account 0487,SMB,Technology,East,R022,Shay Volkov,Event,Closed Lost,16400.0,2024-02-23,2024-04-03,2024-Q2,false,true,40,0.0,16400.0,0.0
O02759,A0530,Account 0530,Enterprise,Manufacturing,East,R020,Elliot Mori,Event,Closed Lost,136400.0,2025-08-28,2026-01-24,2026-Q1,false,true,149,0.0,136400.0,0.0
O02760,A0266,Account 0266,SMB,Technology,East,R002,Jordan Patel,Outbound,Closed Lost,13300.0,2024-12-21,2025-01-05,2025-Q1,false,true,15,0.0,13300.0,0.0
O02761,A0149,Account 0149,Mid-Market,Healthcare,East,R014,Emerson Ibrahim,Referral,Closed Won,43900.0,2024-07-23,2024-11-18,2024-Q4,true,true,118,43900.0,0.0,0.0
O02762,A0461,Account 0461,Mid-Market,Manufacturing,East,R013,Hayden Novak,Partner,Closed Lost,37500.0,2024-09-20,2024-11-05,2024-Q4,false,true,46,0.0,37500.0,0.0
O02763,A0422,Account 0422,SMB,Technology,Central,R018,Sawyer Walsh,Outbound,Closed Lost,10500.0,2024-02-29,2024-04-13,2024-Q2,false,true,44,0.0,10500.0,0.0
O02764,A0348,Account 0348,SMB,Energy,East,R012,Devon Costa,Partner,Closed Won,9500.0,2024-09-17,2024-10-11,2024-Q4,true,true,24,9500.0,0.0,0.0
O02765,A0029,Account 0029,SMB,Manufacturing,Central,R009,Drew Mbeki,Inbound,Closed Won,5200.0,2025-06-23,2025-07-23,2025-Q3,true,true,30,5200.0,0.0,0.0
O02766,A0413,Account 0413,Mid-Market,Healthcare,Central,R004,Cameron Cohen,Inbound,Closed Lost,29200.0,2025-04-11,2025-06-21,2025-Q2,false,true,71,0.0,29200.0,0.0
O02767,A0151,Account 0151,Mid-Market,Retail,Central,R014,Emerson Ibrahim,Event,Closed Lost,65200.0,2024-04-15,2024-06-12,2024-Q2,false,true,58,0.0,65200.0,0.0
O02768,A0502,Account 0502,SMB,Retail,Central,R015,Rowan Andersen,Inbound,Closed Won,17500.0,2025-09-13,2025-10-04,2025-Q4,true,true,21,17500.0,0.0,0.0
O02769,A0302,Account 0302,SMB,Retail,West,R008,Quinn Kim,Event,Closed Won,8600.0,2025-09-23,2025-11-10,2025-Q4,true,true,48,8600.0,0.0,0.0
O02770,A0414,Account 0414,SMB,Logistics,West,R022,Shay Volkov,Inbound,Closed Won,3500.0,2025-07-20,2025-08-17,2025-Q3,true,true,28,3500.0,0.0,0.0
O02771,A0436,Account 0436,SMB,Education,Central,R022,Shay Volkov,Inbound,Closed Lost,11800.0,2024-01-09,2024-02-05,2024-Q1,false,true,27,0.0,11800.0,0.0
O02772,A0185,Account 0185,SMB,Technology,East,R015,Rowan Andersen,Event,Closed Lost,3200.0,2025-08-05,2025-09-23,2025-Q3,false,true,49,0.0,3200.0,0.0
O02773,A0189,Account 0189,SMB,Education,East,R024,Wren Park,Outbound,Closed Won,10400.0,2025-02-11,2025-03-14,2025-Q1,true,true,31,10400.0,0.0,0.0
O02774,A0026,Account 0026,SMB,Financial Services,East,R005,Morgan Okafor,Referral,Closed Lost,16300.0,2025-04-06,2025-05-19,2025-Q2,false,true,43,0.0,16300.0,0.0
O02775,A0083,Account 0083,SMB,Retail,Central,R015,Rowan Andersen,Outbound,Closed Won,16300.0,2024-07-17,2024-08-28,2024-Q3,true,true,42,16300.0,0.0,0.0
O02776,A0012,Account 0012,SMB,Energy,West,R002,Jordan Patel,Event,Closed Won,6000.0,2024-10-25,2024-12-15,2024-Q4,true,true,51,6000.0,0.0,0.0
O02777,A0188,Account 0188,SMB,Technology,Central,R011,Sky Haddad,Event,Closed Lost,11700.0,2024-10-13,2024-11-20,2024-Q4,false,true,38,0.0,11700.0,0.0
O02778,A0452,Account 0452,SMB,Logistics,Central,R008,Quinn Kim,Inbound,Closed Lost,14700.0,2025-07-30,2025-08-30,2025-Q3,false,true,31,0.0,14700.0,0.0
O02779,A0569,Account 0569,SMB,Healthcare,Central,R002,Jordan Patel,Outbound,Closed Won,17400.0,2025-07-06,2025-08-03,2025-Q3,true,true,28,17400.0,0.0,0.0
O02780,A0333,Account 0333,SMB,Technology,West,R011,Sky Haddad,Outbound,Closed Lost,16200.0,2024-03-03,2024-03-27,2024-Q1,false,true,24,0.0,16200.0,0.0
O02781,A0564,Account 0564,Mid-Market,Logistics,Central,R010,Reese Dubois,Outbound,Closed Won,63800.0,2024-04-21,2024-07-03,2024-Q3,true,true,73,63800.0,0.0,0.0
O02782,A0162,Account 0162,Enterprise,Retail,East,R020,Elliot Mori,Outbound,Closed Won,355600.0,2024-07-03,2025-02-16,2025-Q1,true,true,228,355600.0,0.0,0.0
O02783,A0397,Account 0397,SMB,Retail,West,R009,Drew Mbeki,Outbound,Closed Lost,3700.0,2024-12-22,2025-02-15,2025-Q1,false,true,55,0.0,3700.0,0.0
O02784,A0440,Account 0440,Mid-Market,Logistics,Central,R001,Avery Nguyen,Partner,Closed Lost,62500.0,2024-05-08,2024-08-16,2024-Q3,false,true,100,0.0,62500.0,0.0
O02785,A0176,Account 0176,Enterprise,Retail,Central,R020,Elliot Mori,Inbound,Closed Lost,286200.0,2024-06-19,2025-02-05,2025-Q1,false,true,231,0.0,286200.0,0.0
O02786,A0501,Account 0501,Mid-Market,Manufacturing,West,R007,Casey Rossi,Outbound,Negotiation,41200.0,2025-09-30,,2025-Q3,false,false,,0.0,0.0,41200.0
O02787,A0003,Account 0003,SMB,Healthcare,Central,R015,Rowan Andersen,Inbound,Closed Lost,14300.0,2025-05-22,2025-06-28,2025-Q2,false,true,37,0.0,14300.0,0.0
O02788,A0046,Account 0046,SMB,Financial Services,East,R021,Marlowe Silva,Referral,Closed Won,13700.0,2024-01-11,2024-03-07,2024-Q1,true,true,56,13700.0,0.0,0.0
O02789,A0176,Account 0176,Enterprise,Retail,Central,R017,Parker Schmidt,Event,Closed Lost,326900.0,2024-06-18,2024-11-02,2024-Q4,false,true,137,0.0,326900.0,0.0
O02790,A0307,Account 0307,SMB,Technology,West,R009,Drew Mbeki,Referral,Closed Lost,7200.0,2025-09-26,2025-10-12,2025-Q4,false,true,16,0.0,7200.0,0.0
O02791,A0599,Account 0599,SMB,Financial Services,West,R009,Drew Mbeki,Inbound,Closed Won,8200.0,2024-06-26,2024-07-20,2024-Q3,true,true,24,8200.0,0.0,0.0
O02792,A0007,Account 0007,SMB,Retail,West,R008,Quinn Kim,Outbound,Closed Won,4000.0,2024-09-07,2024-10-13,2024-Q4,true,true,36,4000.0,0.0,0.0
O02793,A0340,Account 0340,SMB,Energy,Central,R012,Devon Costa,Referral,Closed Lost,12300.0,2024-03-01,2024-03-22,2024-Q1,false,true,21,0.0,12300.0,0.0
O02794,A0291,Account 0291,SMB,Retail,Central,R012,Devon Costa,Outbound,Closed Lost,6400.0,2025-11-30,2025-12-16,2025-Q4,false,true,16,0.0,6400.0,0.0
O02795,A0574,Account 0574,SMB,Financial Services,Central,R011,Sky Haddad,Inbound,Closed Lost,5900.0,2024-08-01,2024-09-23,2024-Q3,false,true,53,0.0,5900.0,0.0
O02796,A0167,Account 0167,Enterprise,Financial Services,Central,R020,Elliot Mori,Inbound,Closed Lost,374100.0,2024-09-09,2025-03-18,2025-Q1,false,true,190,0.0,374100.0,0.0
O02797,A0551,Account 0551,Mid-Market,Manufacturing,Central,R001,Avery Nguyen,Partner,Closed Lost,64300.0,2024-12-21,2025-04-17,2025-Q2,false,true,117,0.0,64300.0,0.0
O02798,A0126,Account 0126,Enterprise,Energy,West,R017,Parker Schmidt,Inbound,Closed Lost,108900.0,2024-10-02,2025-03-10,2025-Q1,false,true,159,0.0,108900.0,0.0
O02799,A0342,Account 0342,Mid-Market,Financial Services,Central,R019,Blake Fischer,Outbound,Closed Lost,74300.0,2025-02-06,2025-05-02,2025-Q2,false,true,85,0.0,74300.0,0.0
